"clutch_code","egg_number","area","unique_egg_ID","pupal_treatment","emergence_date","sex","adultID","weight","mateID","clutchID","age","green_eggs","orange_eggs","clutch_size","eggs_photographed","X.x","larval_treatment","egg_mean_1B","egg_mean_2A","notes.y","egg_mean_1A","clutch_ID"
"2046",10,0.204,"2046_10","ambient","11/17/2025","F","HOT.WTH.152_P3_A",0.0282,"HOT.WTH.48_P1_A","H.A.29","DONE",12,159,171,"DONE","","hot",NA,NA,"",0.215915307,"H.A.29"
"2598",1,0.202,"2598_1","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",2,0.204,"2598_2","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",3,0.179,"2598_3","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",4,0.193,"2598_4","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",5,0.179,"2598_5","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",6,0.193,"2598_6","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",7,0.194,"2598_7","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",8,0.204,"2598_8","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",9,0.198,"2598_9","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2598",10,0.179,"2598_10","warm","11/21/2025","F","HOT.WTH.43_P6_W",0.0284,"HOT.WTH.29_P4","H.W.49","DONE",10,0,10,"DONE","","hot",NA,NA,"",0.192460196,"H.W.49"
"2613",1,0.209,"2613_1","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",2,0.222,"2613_2","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",3,0.224,"2613_3","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",4,0.216,"2613_4","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",5,0.205,"2613_5","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",6,0.237,"2613_6","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",7,0.232,"2613_7","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",8,0.252,"2613_8","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",9,0.215,"2613_9","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2613",10,0.218,"2613_10","ambient","11/15/2025","F","CTRL.WTH.94_P2_A",0.0324,"CTRL.WTH.44_P6_A","C.A.22","DONE",2,47,49,"DONE","","ambient",NA,NA,"",0.222990285,"C.A.22"
"2841",1,0.217,"2841_1","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",2,0.215,"2841_2","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",3,0.214,"2841_3","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",4,0.216,"2841_4","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",5,0.22,"2841_5","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",6,0.185,"2841_6","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",7,0.22,"2841_7","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",8,0.204,"2841_8","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",9,0.192,"2841_9","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"2841",10,0.179,"2841_10","warm","11/11/2025","F","CTRL.WTH.42_P7_W",0.0297,"CTRL.WTH.44_P5_W","A.W.6","DONE",20,15,35,"DONE","","ambient",NA,NA,"",0.206191755,"A.W.6"
"3566",1,0.243,"3566_1","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",2,0.229,"3566_2","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",3,0.245,"3566_3","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",4,0.249,"3566_4","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",5,0.242,"3566_5","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",6,0.237,"3566_6","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",7,0.225,"3566_7","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",8,0.209,"3566_8","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",9,0.237,"3566_9","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3566",10,0.246,"3566_10","cool","11/15/2025","F","HOT.WTH.102_P6_C",0.0485,"HOT.WTH.23_P7_C","H.C.19","DONE",22,229,251,"DONE","","hot",NA,NA,"",0.236,"H.C.19"
"3887",1,0.188,"3887_1","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",2,0.191,"3887_2","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",3,0.192,"3887_3","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",4,0.204,"3887_4","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",5,0.196,"3887_5","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",6,0.171,"3887_6","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",7,0.184,"3887_7","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",8,0.188,"3887_8","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",9,0.209,"3887_9","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"3887",10,0.18,"3887_10","mean","11/15/2025","F","CTRL.WTH.60_P2_M",0.0373,"CTRL.WTH.38_P4_M","A.M.17","DONE",2,221,223,"DONE","","ambient",NA,NA,"",0.190188025,"A.M.17"
"4206",1,0.203,"4206_1","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",2,0.245,"4206_2","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",3,0.229,"4206_3","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",4,0.163,"4206_4","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",5,0.208,"4206_5","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",6,0.247,"4206_6","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",7,0.193,"4206_7","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",8,0.225,"4206_8","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",9,0.205,"4206_9","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4206",10,0.204,"4206_10","mean","11/19/2025","F","CTRL.WTH.152_P5_M",0.0212,"CTRL.WTH.16_P2_M","A.M.33","DONE",3,173,176,"DONE","","ambient",NA,NA,"",0.212163847,"A.M.33"
"4370",1,0.206,"4370_1","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",2,0.186,"4370_2","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",3,0.205,"4370_3","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",4,0.202,"4370_4","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",5,0.193,"4370_5","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",6,0.209,"4370_6","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",7,0.203,"4370_7","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",8,0.181,"4370_8","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",9,0.198,"4370_9","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4370",10,0.205,"4370_10","ambient","11/13/2025","F","HOT.WTH.15_P4_A",0.0313,"HOT.WTH.25_P2_A","H.A.8","DONE",0,36,36,"DONE","","hot",NA,NA,"",0.198898753,"H.A.8"
"4936",1,0.144,"4936_1","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",2,0.16,"4936_2","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",3,0.165,"4936_3","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",4,0.152,"4936_4","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",5,0.16,"4936_5","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",6,0.16,"4936_6","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",7,0.21,"4936_7","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",8,0.173,"4936_8","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",9,0.155,"4936_9","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4936",10,0.164,"4936_10","hot","11/23/2025","F","CTRL.WTH.78_P1_H",0.025,"CTRL.WTH.113_P1_H","A.H.65","DONE",16,0,16,"DONE","","ambient",NA,NA,"eggs are genuinely this small - I have checked this measurement",0.16417072,"A.H.65"
"4994",1,0.204,"4994_1","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",2,0.198,"4994_2","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",3,0.21,"4994_3","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",4,0.217,"4994_4","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",5,0.206,"4994_5","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",6,0.206,"4994_6","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",7,0.186,"4994_7","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",8,0.186,"4994_8","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",9,0.188,"4994_9","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
"4994",10,0.205,"4994_10","mean","11/21/2025","F","CTRL.WTH.117_P4_M",0.0309,"CTRL.WTH.104_P3_M","A.M.36","DONE",0,304,304,"DONE","","ambient",NA,NA,"",0.200639232,"A.M.36"
